"","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"6650","BPENG25P2P",7,0,700,0,2022,7,2022,2022-02-13,2022,2,0,100,25
"6651","BPENG25P2P",8,50,700,0,2022,8,2022,2022-02-20,2022,2,0,0,37.5
"6652","BPENG25P2P",9,0,700,0,2022,9,2022,2022-02-27,2022,2,50,0,12.5
"6653","BPENG25P2P",10,0,700,0,2022,10,2022,2022-03-06,2022,3,0,50,12.5
"6654","BPENG25P2P",11,0,700,0,2022,11,2022,2022-03-13,2022,3,0,0,12.5
"6655","BPENG25P2P",12,50,700,0,2022,12,2022,2022-03-20,2022,3,0,0,12.5
"6656","BPENG25P2P",13,0,700,0,2022,13,2022,2022-03-27,2022,3,50,0,12.5
"6657","BPENG25P2P",14,0,700,0,2022,14,2022,2022-04-03,2022,4,0,50,12.5
"6658","BPENG25P2P",15,0,700,0,2022,15,2022,2022-04-10,2022,4,0,0,12.5
"6659","BPENG25P2P",16,0,700,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6660","BPENG25P2P",17,0,700,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6661","BPENG25P2P",18,50,700,0,2022,18,2022,2022-05-01,2022,5,0,0,12.5
"6662","BPENG25P2P",19,0,700,0,2022,19,2022,2022-05-08,2022,5,50,0,12.5
"6663","BPENG25P2P",20,100,700,0,2022,20,2022,2022-05-15,2022,5,0,50,37.5
"6664","BPENG25P2P",21,0,700,0,2022,21,2022,2022-05-22,2022,5,100,0,37.5
"6665","BPENG25P2P",22,0,700,0,2022,22,2022,2022-05-29,2022,5,0,100,25
"6666","BPENG25P2P",23,0,700,0,2022,23,2022,2022-06-05,2022,6,0,0,25
"6667","BPENG25P2P",24,0,700,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6668","BPENG25P2P",25,0,700,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6669","BPENG25P2P",26,0,700,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6670","BPENG25P2P",27,50,700,0,2022,27,2022,2022-07-03,2022,7,0,0,12.5
"6671","BPENG25P2P",28,0,700,0,2022,28,2022,2022-07-10,2022,7,50,0,12.5
"6672","BPENG25P2P",29,0,700,0,2022,29,2022,2022-07-17,2022,7,0,50,12.5
"6673","BPENG25P2P",30,0,700,0,2022,30,2022,2022-07-24,2022,7,0,0,12.5
"6674","BPENG25P2P",31,0,700,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"6675","BPENG25P2P",32,0,700,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"6676","BPENG25P2P",33,0,700,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6677","BPENG25P2P",34,0,700,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6678","BPENG25P2P",35,0,700,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6679","BPENG25P2P",36,0,700,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6680","BPENG25P2P",37,0,700,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6681","BPENG25P2P",38,0,700,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"6682","BPENG25P2P",39,0,700,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"6683","BPENG25P2P",40,0,700,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"6684","BPENG25P2P",41,0,700,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"6685","BPENG25P2P",42,0,700,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6686","BPENG25P2P",43,0,700,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6687","BPENG25P2P",44,0,700,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6688","BPENG25P2P",45,0,700,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6689","BPENG25P2P",46,0,700,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6690","BPENG25P2P",47,0,700,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6691","BPENG25P2P",48,0,700,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6692","BPENG25P2P",49,0,700,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6693","BPENG25P2P",50,0,700,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6694","BPENG25P2P",51,0,700,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6695","BPENG25P2P",52,0,700,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"6696","BPENG25P2P",1,0,700,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"6697","BPENG25P2PWE",0,0,2000,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6698","BPENG25P2PWE",1,0,2000,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6699","BPENG25P2PWE",2,0,2000,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6700","BPENG25P2PWE",3,0,2000,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"6701","BPENG25P2PWE",4,0,2000,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"6702","BPENG25P2PWE",5,0,2000,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"6703","BPENG25P2PWE",6,0,2000,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"6704","BPENG25P2PWE",7,0,2000,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6705","BPENG25P2PWE",8,0,2000,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6706","BPENG25P2PWE",9,0,2000,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6707","BPENG25P2PWE",10,0,2000,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6708","BPENG25P2PWE",11,0,2000,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6709","BPENG25P2PWE",12,0,2000,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"6710","BPENG25P2PWE",13,0,2000,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"6711","BPENG25P2PWE",14,0,2000,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"6712","BPENG25P2PWE",15,0,2000,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"6713","BPENG25P2PWE",16,0,2000,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6714","BPENG25P2PWE",17,0,2000,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6715","BPENG25P2PWE",18,0,2000,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6716","BPENG25P2PWE",19,0,2000,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"6717","BPENG25P2PWE",20,0,2000,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"6718","BPENG25P2PWE",21,0,2000,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"6719","BPENG25P2PWE",22,0,2000,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"6720","BPENG25P2PWE",23,0,2000,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6721","BPENG25P2PWE",24,0,2000,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6722","BPENG25P2PWE",25,0,2000,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6723","BPENG25P2PWE",26,0,2000,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6724","BPENG25P2PWE",27,0,2000,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"6725","BPENG25P2PWE",28,0,2000,0,2022,28,2022,2022-07-10,2022,7,0,0,0
"6726","BPENG25P2PWE",29,0,2000,0,2022,29,2022,2022-07-17,2022,7,0,0,0
"6727","BPENG25P2PWE",30,0,2000,0,2022,30,2022,2022-07-24,2022,7,0,0,0
"6728","BPENG25P2PWE",31,0,2000,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"6729","BPENG25P2PWE",32,0,2000,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"6730","BPENG25P2PWE",33,0,2000,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6731","BPENG25P2PWE",34,0,2000,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6732","BPENG25P2PWE",35,0,2000,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6733","BPENG25P2PWE",36,0,2000,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6734","BPENG25P2PWE",37,0,2000,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6735","BPENG25P2PWE",38,0,2000,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"6736","BPENG25P2PWE",39,0,2000,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"6737","BPENG25P2PWE",40,0,2000,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"6738","BPENG25P2PWE",41,0,2000,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"6739","BPENG25P2PWE",42,0,2000,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6740","BPENG25P2PWE",43,0,2000,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6741","BPENG25P2PWE",44,0,2000,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6742","BPENG25P2PWE",45,0,2000,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6743","BPENG25P2PWE",46,0,2000,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6744","BPENG25P2PWE",47,0,2000,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6745","BPENG25P2PWE",48,0,2000,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6746","BPENG25P2PWE",49,0,2000,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6747","BPENG25P2PWE",50,0,2000,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6748","BPENG25P2PWE",51,0,2000,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6749","BPENG25P2PWE",52,2000,2000,0,2022,52,2022,2022-12-25,2022,12,0,0,500
"6750","BPENG25P2PWE",1,0,2000,0,2022,1,2023,2023-01-01,2023,1,2000,0,500
"6751","BPENG25P2RP",0,0,600,0,2022,52,2021,2023-12-24,2023,12,0,2000,NA
"6752","BPENG25P2RP",1,0,600,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6753","BPENG25P2RP",2,200,600,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6754","BPENG25P2RP",3,0,600,0,2022,3,2022,2022-01-16,2022,1,200,0,50
"6755","BPENG25P2RP",4,0,600,0,2022,4,2022,2022-01-23,2022,1,0,200,50
"6756","BPENG25P2RP",5,0,600,0,2022,5,2022,2022-01-30,2022,1,0,0,50
"6757","BPENG25P2RP",6,0,600,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"6758","BPENG25P2RP",7,0,600,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6759","BPENG25P2RP",8,0,600,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6760","BPENG25P2RP",9,0,600,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6761","BPENG25P2RP",10,0,600,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6762","BPENG25P2RP",11,0,600,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6763","BPENG25P2RP",12,0,600,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"6764","BPENG25P2RP",13,0,600,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"6765","BPENG25P2RP",14,0,600,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"6766","BPENG25P2RP",15,0,600,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"6767","BPENG25P2RP",16,0,600,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6768","BPENG25P2RP",17,0,600,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6769","BPENG25P2RP",18,0,600,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6770","BPENG25P2RP",19,200,600,0,2022,19,2022,2022-05-08,2022,5,0,0,50
"6771","BPENG25P2RP",20,0,600,0,2022,20,2022,2022-05-15,2022,5,200,0,50
"6772","BPENG25P2RP",21,0,600,0,2022,21,2022,2022-05-22,2022,5,0,200,50
"6773","BPENG25P2RP",22,0,600,0,2022,22,2022,2022-05-29,2022,5,0,0,50
"6774","BPENG25P2RP",23,0,600,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6775","BPENG25P2RP",24,0,600,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6776","BPENG25P2RP",25,0,600,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6777","BPENG25P2RP",26,0,600,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6778","BPENG25P2RP",27,0,600,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"6779","BPENG25P2RP",28,0,600,0,2022,28,2022,2022-07-10,2022,7,0,0,0
"6780","BPENG25P2RP",29,0,600,0,2022,29,2022,2022-07-17,2022,7,0,0,0
"6781","BPENG25P2RP",30,0,600,0,2022,30,2022,2022-07-24,2022,7,0,0,0
"6782","BPENG25P2RP",31,0,600,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"6783","BPENG25P2RP",32,0,600,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"6784","BPENG25P2RP",33,0,600,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6785","BPENG25P2RP",34,0,600,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6786","BPENG25P2RP",35,0,600,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6787","BPENG25P2RP",36,0,600,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6788","BPENG25P2RP",37,0,600,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6789","BPENG25P2RP",38,0,600,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"6790","BPENG25P2RP",39,0,600,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"6791","BPENG25P2RP",40,0,600,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"6792","BPENG25P2RP",41,0,600,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"6793","BPENG25P2RP",42,0,600,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6794","BPENG25P2RP",43,0,600,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6795","BPENG25P2RP",44,0,600,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6796","BPENG25P2RP",45,0,600,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6797","BPENG25P2RP",46,0,600,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6798","BPENG25P2RP",47,0,600,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6799","BPENG25P2RP",48,0,600,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6800","BPENG25P2RP",49,0,600,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6801","BPENG25P2RP",50,0,600,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6802","BPENG25P2RP",51,0,600,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6803","BPENG25P2RP",52,200,600,0,2022,52,2022,2022-12-25,2022,12,0,0,50
"6804","BPENG25P2RP",1,0,600,0,2022,1,2023,2023-01-01,2023,1,200,0,50
"6805","BPONG100P2PWE",0,100,5350,0,2022,52,2021,2023-12-24,2023,12,0,200,NA
"6806","BPONG100P2PWE",1,0,5350,0,2022,1,2022,2022-01-02,2022,1,100,0,NA
"6807","BPONG100P2PWE",2,0,5350,0,2022,2,2022,2022-01-09,2022,1,0,100,NA
"6808","BPONG100P2PWE",3,0,5350,0,2022,3,2022,2022-01-16,2022,1,0,0,25
"6809","BPONG100P2PWE",4,150,5350,0,2022,4,2022,2022-01-23,2022,1,0,0,37.5
"6810","BPONG100P2PWE",5,0,5350,0,2022,5,2022,2022-01-30,2022,1,150,0,37.5
"6811","BPONG100P2PWE",6,0,5350,0,2022,6,2022,2022-02-06,2022,2,0,150,37.5
"6812","BPONG100P2PWE",7,0,5350,0,2022,7,2022,2022-02-13,2022,2,0,0,37.5
"6813","BPONG100P2PWE",8,0,5350,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6814","BPONG100P2PWE",9,150,5350,0,2022,9,2022,2022-02-27,2022,2,0,0,37.5
"6815","BPONG100P2PWE",10,0,5350,0,2022,10,2022,2022-03-06,2022,3,150,0,37.5
"6816","BPONG100P2PWE",11,0,5350,0,2022,11,2022,2022-03-13,2022,3,0,150,37.5
"6817","BPONG100P2PWE",12,150,5350,0,2022,12,2022,2022-03-20,2022,3,0,0,75
"6818","BPONG100P2PWE",13,0,5350,0,2022,13,2022,2022-03-27,2022,3,150,0,37.5
"6819","BPONG100P2PWE",14,100,5350,0,2022,14,2022,2022-04-03,2022,4,0,150,62.5
"6820","BPONG100P2PWE",15,0,5350,0,2022,15,2022,2022-04-10,2022,4,100,0,62.5
"6821","BPONG100P2PWE",16,150,5350,0,2022,16,2022,2022-04-17,2022,4,0,100,62.5
"6822","BPONG100P2PWE",17,0,5350,0,2022,17,2022,2022-04-24,2022,4,150,0,62.5
"6823","BPONG100P2PWE",18,0,5350,0,2022,18,2022,2022-05-01,2022,5,0,150,37.5
"6824","BPONG100P2PWE",19,0,5350,0,2022,19,2022,2022-05-08,2022,5,0,0,37.5
"6825","BPONG100P2PWE",20,150,5350,0,2022,20,2022,2022-05-15,2022,5,0,0,37.5
"6826","BPONG100P2PWE",21,0,5350,0,2022,21,2022,2022-05-22,2022,5,150,0,37.5
"6827","BPONG100P2PWE",22,800,5350,0,2022,22,2022,2022-05-29,2022,5,0,150,237.5
"6828","BPONG100P2PWE",23,0,5350,0,2022,23,2022,2022-06-05,2022,6,800,0,237.5
"6829","BPONG100P2PWE",24,100,5350,0,2022,24,2022,2022-06-12,2022,6,0,800,225
"6830","BPONG100P2PWE",25,0,5350,0,2022,25,2022,2022-06-19,2022,6,100,0,225
"6831","BPONG100P2PWE",26,0,5350,0,2022,26,2022,2022-06-26,2022,6,0,100,25
"6832","BPONG100P2PWE",27,150,5350,0,2022,27,2022,2022-07-03,2022,7,0,0,62.5
"6833","BPONG100P2PWE",28,0,5350,0,2022,28,2022,2022-07-10,2022,7,150,0,37.5
"6834","BPONG100P2PWE",29,800,5350,0,2022,29,2022,2022-07-17,2022,7,0,150,237.5
"6835","BPONG100P2PWE",30,50,5350,0,2022,30,2022,2022-07-24,2022,7,800,0,250
"6836","BPONG100P2PWE",31,0,5350,0,2022,31,2022,2022-07-31,2022,7,50,800,212.5
"6837","BPONG100P2PWE",32,0,5350,0,2022,32,2022,2022-08-07,2022,8,0,50,212.5
"6838","BPONG100P2PWE",33,0,5350,0,2022,33,2022,2022-08-14,2022,8,0,0,12.5
"6839","BPONG100P2PWE",34,0,5350,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6840","BPONG100P2PWE",35,0,5350,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6841","BPONG100P2PWE",36,200,5350,0,2022,36,2022,2022-09-04,2022,9,0,0,50
"6842","BPONG100P2PWE",37,0,5350,0,2022,37,2022,2022-09-11,2022,9,200,0,50
"6843","BPONG100P2PWE",38,300,5350,0,2022,38,2022,2022-09-18,2022,9,0,200,125
"6844","BPONG100P2PWE",39,0,5350,0,2022,39,2022,2022-09-25,2022,9,300,0,125
"6845","BPONG100P2PWE",40,0,5350,0,2022,40,2022,2022-10-02,2022,10,0,300,75
"6846","BPONG100P2PWE",41,0,5350,0,2022,41,2022,2022-10-09,2022,10,0,0,75
"6847","BPONG100P2PWE",42,0,5350,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6848","BPONG100P2PWE",43,200,5350,0,2022,43,2022,2022-10-23,2022,10,0,0,50
"6849","BPONG100P2PWE",44,100,5350,0,2022,44,2022,2022-10-30,2022,10,200,0,75
"6850","BPONG100P2PWE",45,200,5350,0,2022,45,2022,2022-11-06,2022,11,100,200,125
"6851","BPONG100P2PWE",46,0,5350,0,2022,46,2022,2022-11-13,2022,11,200,100,125
"6852","BPONG100P2PWE",47,150,5350,0,2022,47,2022,2022-11-20,2022,11,0,200,112.5
"6853","BPONG100P2PWE",48,0,5350,0,2022,48,2022,2022-11-27,2022,11,150,0,87.5
"6854","BPONG100P2PWE",49,0,5350,0,2022,49,2022,2022-12-04,2022,12,0,150,37.5
"6855","BPONG100P2PWE",50,1200,5350,0,2022,50,2022,2022-12-11,2022,12,0,0,337.5
"6856","BPONG100P2PWE",51,0,5350,0,2022,51,2022,2022-12-18,2022,12,1200,0,300
"6857","BPONG100P2PWE",52,150,5350,0,2022,52,2022,2022-12-25,2022,12,0,1200,337.5
"6858","BPONG100P2PWE",1,0,5350,0,2022,1,2023,2023-01-01,2023,1,150,0,337.5
"6859","BPONG10P2PWE",0,50,4150,0,2022,52,2021,2023-12-24,2023,12,0,150,NA
"6860","BPONG10P2PWE",1,0,4150,0,2022,1,2022,2022-01-02,2022,1,50,0,NA
"6861","BPONG10P2PWE",2,0,4150,0,2022,2,2022,2022-01-09,2022,1,0,50,NA
"6862","BPONG10P2PWE",3,0,4150,0,2022,3,2022,2022-01-16,2022,1,0,0,12.5
"6863","BPONG10P2PWE",4,0,4150,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"6864","BPONG10P2PWE",5,0,4150,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"6865","BPONG10P2PWE",6,250,4150,0,2022,6,2022,2022-02-06,2022,2,0,0,62.5
"6866","BPONG10P2PWE",7,0,4150,0,2022,7,2022,2022-02-13,2022,2,250,0,62.5
"6867","BPONG10P2PWE",8,300,4150,0,2022,8,2022,2022-02-20,2022,2,0,250,137.5
"6868","BPONG10P2PWE",9,100,4150,0,2022,9,2022,2022-02-27,2022,2,300,0,162.5
"6869","BPONG10P2PWE",10,50,4150,0,2022,10,2022,2022-03-06,2022,3,100,300,112.5
"6870","BPONG10P2PWE",11,0,4150,0,2022,11,2022,2022-03-13,2022,3,50,100,112.5
"6871","BPONG10P2PWE",12,0,4150,0,2022,12,2022,2022-03-20,2022,3,0,50,37.5
"6872","BPONG10P2PWE",13,0,4150,0,2022,13,2022,2022-03-27,2022,3,0,0,12.5
"6873","BPONG10P2PWE",14,50,4150,0,2022,14,2022,2022-04-03,2022,4,0,0,12.5
"6874","BPONG10P2PWE",15,0,4150,0,2022,15,2022,2022-04-10,2022,4,50,0,12.5
"6875","BPONG10P2PWE",16,50,4150,0,2022,16,2022,2022-04-17,2022,4,0,50,25
"6876","BPONG10P2PWE",17,0,4150,0,2022,17,2022,2022-04-24,2022,4,50,0,25
"6877","BPONG10P2PWE",18,350,4150,0,2022,18,2022,2022-05-01,2022,5,0,50,100
"6878","BPONG10P2PWE",19,0,4150,0,2022,19,2022,2022-05-08,2022,5,350,0,100
"6879","BPONG10P2PWE",20,150,4150,0,2022,20,2022,2022-05-15,2022,5,0,350,125
"6880","BPONG10P2PWE",21,100,4150,0,2022,21,2022,2022-05-22,2022,5,150,0,150
"6881","BPONG10P2PWE",22,0,4150,0,2022,22,2022,2022-05-29,2022,5,100,150,62.5
"6882","BPONG10P2PWE",23,0,4150,0,2022,23,2022,2022-06-05,2022,6,0,100,62.5
"6883","BPONG10P2PWE",24,0,4150,0,2022,24,2022,2022-06-12,2022,6,0,0,25
"6884","BPONG10P2PWE",25,100,4150,0,2022,25,2022,2022-06-19,2022,6,0,0,25
"6885","BPONG10P2PWE",26,200,4150,0,2022,26,2022,2022-06-26,2022,6,100,0,75
"6886","BPONG10P2PWE",27,150,4150,0,2022,27,2022,2022-07-03,2022,7,200,100,112.5
"6887","BPONG10P2PWE",28,0,4150,0,2022,28,2022,2022-07-10,2022,7,150,200,112.5
"6888","BPONG10P2PWE",29,200,4150,0,2022,29,2022,2022-07-17,2022,7,0,150,137.5
"6889","BPONG10P2PWE",30,0,4150,0,2022,30,2022,2022-07-24,2022,7,200,0,87.5
"6890","BPONG10P2PWE",31,250,4150,0,2022,31,2022,2022-07-31,2022,7,0,200,112.5
"6891","BPONG10P2PWE",32,200,4150,0,2022,32,2022,2022-08-07,2022,8,250,0,162.5
"6892","BPONG10P2PWE",33,0,4150,0,2022,33,2022,2022-08-14,2022,8,200,250,112.5
"6893","BPONG10P2PWE",34,0,4150,0,2022,34,2022,2022-08-21,2022,8,0,200,112.5
"6894","BPONG10P2PWE",35,100,4150,0,2022,35,2022,2022-08-28,2022,8,0,0,75
"6895","BPONG10P2PWE",36,0,4150,0,2022,36,2022,2022-09-04,2022,9,100,0,25
"6896","BPONG10P2PWE",37,50,4150,0,2022,37,2022,2022-09-11,2022,9,0,100,37.5
"6897","BPONG10P2PWE",38,50,4150,0,2022,38,2022,2022-09-18,2022,9,50,0,50
"6898","BPONG10P2PWE",39,0,4150,0,2022,39,2022,2022-09-25,2022,9,50,50,25
"6899","BPONG10P2PWE",40,100,4150,0,2022,40,2022,2022-10-02,2022,10,0,50,50
"6900","BPONG10P2PWE",41,600,4150,0,2022,41,2022,2022-10-09,2022,10,100,0,187.5
"6901","BPONG10P2PWE",42,0,4150,0,2022,42,2022,2022-10-16,2022,10,600,100,175
"6902","BPONG10P2PWE",43,350,4150,0,2022,43,2022,2022-10-23,2022,10,0,600,262.5
"6903","BPONG10P2PWE",44,0,4150,0,2022,44,2022,2022-10-30,2022,10,350,0,237.5
"6904","BPONG10P2PWE",45,50,4150,0,2022,45,2022,2022-11-06,2022,11,0,350,100
"6905","BPONG10P2PWE",46,0,4150,0,2022,46,2022,2022-11-13,2022,11,50,0,100
"6906","BPONG10P2PWE",47,0,4150,0,2022,47,2022,2022-11-20,2022,11,0,50,12.5
"6907","BPONG10P2PWE",48,200,4150,0,2022,48,2022,2022-11-27,2022,11,0,0,62.5
"6908","BPONG10P2PWE",49,0,4150,0,2022,49,2022,2022-12-04,2022,12,200,0,50
"6909","BPONG10P2PWE",50,100,4150,0,2022,50,2022,2022-12-11,2022,12,0,200,75
"6910","BPONG10P2PWE",51,0,4150,0,2022,51,2022,2022-12-18,2022,12,100,0,75
"6911","BPONG10P2PWE",52,0,4150,0,2022,52,2022,2022-12-25,2022,12,0,100,25
"6912","BPONG10P2PWE",1,0,4150,0,2022,1,2023,2023-01-01,2023,1,0,0,25
"6913","BPONG1P2PWE",0,50,7150,1,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6914","BPONG1P2PWE",1,150,7150,1,2022,1,2022,2022-01-02,2022,1,50,0,NA
"6915","BPONG1P2PWE",2,200,7150,1,2022,2,2022,2022-01-09,2022,1,150,50,NA
"6916","BPONG1P2PWE",3,100,7150,1,2022,3,2022,2022-01-16,2022,1,200,150,125
"6917","BPONG1P2PWE",4,100,7150,1,2022,4,2022,2022-01-23,2022,1,100,200,137.5
"6918","BPONG1P2PWE",5,450,7150,1,2022,5,2022,2022-01-30,2022,1,100,100,212.5
"6919","BPONG1P2PWE",6,200,7150,1,2022,6,2022,2022-02-06,2022,2,450,100,212.5
"6920","BPONG1P2PWE",7,50,7150,1,2022,7,2022,2022-02-13,2022,2,200,450,200
"6921","BPONG1P2PWE",8,0,7150,1,2022,8,2022,2022-02-20,2022,2,50,200,175
"6922","BPONG1P2PWE",9,200,7150,1,2022,9,2022,2022-02-27,2022,2,0,50,112.5
"6923","BPONG1P2PWE",10,0,7150,1,2022,10,2022,2022-03-06,2022,3,200,0,62.5
"6924","BPONG1P2PWE",11,0,7150,1,2022,11,2022,2022-03-13,2022,3,0,200,50
"6925","BPONG1P2PWE",12,50,7150,1,2022,12,2022,2022-03-20,2022,3,0,0,62.5
"6926","BPONG1P2PWE",13,0,7150,1,2022,13,2022,2022-03-27,2022,3,50,0,12.5
"6927","BPONG1P2PWE",14,200,7150,1,2022,14,2022,2022-04-03,2022,4,0,50,62.5
"6928","BPONG1P2PWE",15,0,7150,1,2022,15,2022,2022-04-10,2022,4,200,0,62.5
