"","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"23021","VL-19PST-PD-2020",16,0,1840,0,2022,16,2022,2022-04-17,2022,4,0,0,8
"23022","VL-19PST-PD-2020",17,0,1840,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"23023","VL-19PST-PD-2020",18,0,1840,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"23024","VL-19PST-PD-2020",19,168,1840,0,2022,19,2022,2022-05-08,2022,5,0,0,42
"23025","VL-19PST-PD-2020",20,0,1840,0,2022,20,2022,2022-05-15,2022,5,168,0,42
"23026","VL-19PST-PD-2020",21,0,1840,0,2022,21,2022,2022-05-22,2022,5,0,168,42
"23027","VL-19PST-PD-2020",22,0,1840,0,2022,22,2022,2022-05-29,2022,5,0,0,42
"23028","VL-19PST-PD-2020",23,0,1840,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"23029","VL-19PST-PD-2020",24,0,1840,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"23030","VL-19PST-PD-2020",25,0,1840,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"23031","VL-19PST-PD-2020",26,0,1840,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"23032","VL-19PST-PD-2020",27,8,1840,0,2022,27,2022,2022-07-03,2022,7,0,0,2
"23033","VL-19PST-PD-2020",28,0,1840,0,2022,28,2022,2022-07-10,2022,7,8,0,2
"23034","VL-19PST-PD-2020",29,8,1840,0,2022,29,2022,2022-07-17,2022,7,0,8,4
"23035","VL-19PST-PD-2020",30,0,1840,0,2022,30,2022,2022-07-24,2022,7,8,0,4
"23036","VL-19PST-PD-2020",31,40,1840,0,2022,31,2022,2022-07-31,2022,7,0,8,12
"23037","VL-19PST-PD-2020",32,0,1840,0,2022,32,2022,2022-08-07,2022,8,40,0,12
"23038","VL-19PST-PD-2020",33,128,1840,0,2022,33,2022,2022-08-14,2022,8,0,40,42
"23039","VL-19PST-PD-2020",34,32,1840,0,2022,34,2022,2022-08-21,2022,8,128,0,50
"23040","VL-19PST-PD-2020",35,0,1840,0,2022,35,2022,2022-08-28,2022,8,32,128,40
"23041","VL-19PST-PD-2020",36,0,1840,0,2022,36,2022,2022-09-04,2022,9,0,32,40
"23042","VL-19PST-PD-2020",37,0,1840,0,2022,37,2022,2022-09-11,2022,9,0,0,8
"23043","VL-19PST-PD-2020",38,0,1840,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"23044","VL-19PST-PD-2020",39,0,1840,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"23045","VL-19PST-PD-2020",40,0,1840,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"23046","VL-19PST-PD-2020",41,227,1840,0,2022,41,2022,2022-10-09,2022,10,0,0,56.75
"23047","VL-19PST-PD-2020",42,0,1840,0,2022,42,2022,2022-10-16,2022,10,227,0,56.75
"23048","VL-19PST-PD-2020",43,44,1840,0,2022,43,2022,2022-10-23,2022,10,0,227,67.75
"23049","VL-19PST-PD-2020",44,0,1840,0,2022,44,2022,2022-10-30,2022,10,44,0,67.75
"23050","VL-19PST-PD-2020",45,0,1840,0,2022,45,2022,2022-11-06,2022,11,0,44,11
"23051","VL-19PST-PD-2020",46,0,1840,0,2022,46,2022,2022-11-13,2022,11,0,0,11
"23052","VL-19PST-PD-2020",47,0,1840,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"23053","VL-19PST-PD-2020",48,0,1840,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"23054","VL-19PST-PD-2020",49,0,1840,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"23055","VL-19PST-PD-2020",50,984,1840,0,2022,50,2022,2022-12-11,2022,12,0,0,246
"23056","VL-19PST-PD-2020",51,0,1840,0,2022,51,2022,2022-12-18,2022,12,984,0,246
"23057","VL-19PST-PD-2020",52,0,1840,0,2022,52,2022,2022-12-25,2022,12,0,984,246
"23058","VL-19PST-PD-2020",1,65,1840,0,2022,1,2023,2023-01-01,2023,1,0,0,262.25
"23059","VL-19PST-PD-2424",0,8,707,0,2022,52,2021,2023-12-24,2023,12,65,0,NA
"23060","VL-19PST-PD-2424",1,0,707,0,2022,1,2022,2022-01-02,2022,1,8,65,NA
"23061","VL-19PST-PD-2424",2,0,707,0,2022,2,2022,2022-01-09,2022,1,0,8,NA
"23062","VL-19PST-PD-2424",3,0,707,0,2022,3,2022,2022-01-16,2022,1,0,0,2
"23063","VL-19PST-PD-2424",4,0,707,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"23064","VL-19PST-PD-2424",5,0,707,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"23065","VL-19PST-PD-2424",6,0,707,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"23066","VL-19PST-PD-2424",7,0,707,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"23067","VL-19PST-PD-2424",8,200,707,0,2022,8,2022,2022-02-20,2022,2,0,0,50
"23068","VL-19PST-PD-2424",9,0,707,0,2022,9,2022,2022-02-27,2022,2,200,0,50
"23069","VL-19PST-PD-2424",10,0,707,0,2022,10,2022,2022-03-06,2022,3,0,200,50
"23070","VL-19PST-PD-2424",11,100,707,0,2022,11,2022,2022-03-13,2022,3,0,0,75
"23071","VL-19PST-PD-2424",12,0,707,0,2022,12,2022,2022-03-20,2022,3,100,0,25
"23072","VL-19PST-PD-2424",13,0,707,0,2022,13,2022,2022-03-27,2022,3,0,100,25
"23073","VL-19PST-PD-2424",14,0,707,0,2022,14,2022,2022-04-03,2022,4,0,0,25
"23074","VL-19PST-PD-2424",15,0,707,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"23075","VL-19PST-PD-2424",16,0,707,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"23076","VL-19PST-PD-2424",17,0,707,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"23077","VL-19PST-PD-2424",18,0,707,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"23078","VL-19PST-PD-2424",19,0,707,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"23079","VL-19PST-PD-2424",20,0,707,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"23080","VL-19PST-PD-2424",21,64,707,0,2022,21,2022,2022-05-22,2022,5,0,0,16
"23081","VL-19PST-PD-2424",22,0,707,0,2022,22,2022,2022-05-29,2022,5,64,0,16
"23082","VL-19PST-PD-2424",23,0,707,0,2022,23,2022,2022-06-05,2022,6,0,64,16
"23083","VL-19PST-PD-2424",24,0,707,0,2022,24,2022,2022-06-12,2022,6,0,0,16
"23084","VL-19PST-PD-2424",25,0,707,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"23085","VL-19PST-PD-2424",26,0,707,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"23086","VL-19PST-PD-2424",27,0,707,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"23087","VL-19PST-PD-2424",28,0,707,0,2022,28,2022,2022-07-10,2022,7,0,0,0
"23088","VL-19PST-PD-2424",29,20,707,0,2022,29,2022,2022-07-17,2022,7,0,0,5
"23089","VL-19PST-PD-2424",30,0,707,0,2022,30,2022,2022-07-24,2022,7,20,0,5
"23090","VL-19PST-PD-2424",31,0,707,0,2022,31,2022,2022-07-31,2022,7,0,20,5
"23091","VL-19PST-PD-2424",32,0,707,0,2022,32,2022,2022-08-07,2022,8,0,0,5
"23092","VL-19PST-PD-2424",33,0,707,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"23093","VL-19PST-PD-2424",34,0,707,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"23094","VL-19PST-PD-2424",35,25,707,0,2022,35,2022,2022-08-28,2022,8,0,0,6.25
"23095","VL-19PST-PD-2424",36,0,707,0,2022,36,2022,2022-09-04,2022,9,25,0,6.25
"23096","VL-19PST-PD-2424",37,0,707,0,2022,37,2022,2022-09-11,2022,9,0,25,6.25
"23097","VL-19PST-PD-2424",38,100,707,0,2022,38,2022,2022-09-18,2022,9,0,0,31.25
"23098","VL-19PST-PD-2424",39,0,707,0,2022,39,2022,2022-09-25,2022,9,100,0,25
"23099","VL-19PST-PD-2424",40,52,707,0,2022,40,2022,2022-10-02,2022,10,0,100,38
"23100","VL-19PST-PD-2424",41,0,707,0,2022,41,2022,2022-10-09,2022,10,52,0,38
"23101","VL-19PST-PD-2424",42,0,707,0,2022,42,2022,2022-10-16,2022,10,0,52,13
"23102","VL-19PST-PD-2424",43,12,707,0,2022,43,2022,2022-10-23,2022,10,0,0,16
"23103","VL-19PST-PD-2424",44,0,707,0,2022,44,2022,2022-10-30,2022,10,12,0,3
"23104","VL-19PST-PD-2424",45,0,707,0,2022,45,2022,2022-11-06,2022,11,0,12,3
"23105","VL-19PST-PD-2424",46,0,707,0,2022,46,2022,2022-11-13,2022,11,0,0,3
"23106","VL-19PST-PD-2424",47,0,707,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"23107","VL-19PST-PD-2424",48,0,707,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"23108","VL-19PST-PD-2424",49,96,707,0,2022,49,2022,2022-12-04,2022,12,0,0,24
"23109","VL-19PST-PD-2424",50,30,707,0,2022,50,2022,2022-12-11,2022,12,96,0,31.5
"23110","VL-19PST-PD-2424",51,0,707,0,2022,51,2022,2022-12-18,2022,12,30,96,31.5
"23111","VL-19PST-PD-2424",52,0,707,0,2022,52,2022,2022-12-25,2022,12,0,30,31.5
"23112","VL-19PST-PD-2424",1,0,707,0,2022,1,2023,2023-01-01,2023,1,0,0,7.5
"23113","VL-EC-PD-2020",0,0,2970,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"23114","VL-EC-PD-2020",1,0,2970,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"23115","VL-EC-PD-2020",2,360,2970,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"23116","VL-EC-PD-2020",3,10,2970,0,2022,3,2022,2022-01-16,2022,1,360,0,92.5
"23117","VL-EC-PD-2020",4,0,2970,0,2022,4,2022,2022-01-23,2022,1,10,360,92.5
"23118","VL-EC-PD-2020",5,360,2970,0,2022,5,2022,2022-01-30,2022,1,0,10,182.5
"23119","VL-EC-PD-2020",6,0,2970,0,2022,6,2022,2022-02-06,2022,2,360,0,92.5
"23120","VL-EC-PD-2020",7,0,2970,0,2022,7,2022,2022-02-13,2022,2,0,360,90
"23121","VL-EC-PD-2020",8,360,2970,0,2022,8,2022,2022-02-20,2022,2,0,0,180
"23122","VL-EC-PD-2020",9,0,2970,0,2022,9,2022,2022-02-27,2022,2,360,0,90
"23123","VL-EC-PD-2020",10,0,2970,0,2022,10,2022,2022-03-06,2022,3,0,360,90
"23124","VL-EC-PD-2020",11,0,2970,0,2022,11,2022,2022-03-13,2022,3,0,0,90
"23125","VL-EC-PD-2020",12,0,2970,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"23126","VL-EC-PD-2020",13,0,2970,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"23127","VL-EC-PD-2020",14,0,2970,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"23128","VL-EC-PD-2020",15,0,2970,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"23129","VL-EC-PD-2020",16,0,2970,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"23130","VL-EC-PD-2020",17,360,2970,0,2022,17,2022,2022-04-24,2022,4,0,0,90
"23131","VL-EC-PD-2020",18,0,2970,0,2022,18,2022,2022-05-01,2022,5,360,0,90
"23132","VL-EC-PD-2020",19,0,2970,0,2022,19,2022,2022-05-08,2022,5,0,360,90
"23133","VL-EC-PD-2020",20,0,2970,0,2022,20,2022,2022-05-15,2022,5,0,0,90
"23134","VL-EC-PD-2020",21,360,2970,0,2022,21,2022,2022-05-22,2022,5,0,0,90
"23135","VL-EC-PD-2020",22,0,2970,0,2022,22,2022,2022-05-29,2022,5,360,0,90
"23136","VL-EC-PD-2020",23,0,2970,0,2022,23,2022,2022-06-05,2022,6,0,360,90
"23137","VL-EC-PD-2020",24,0,2970,0,2022,24,2022,2022-06-12,2022,6,0,0,90
"23138","VL-EC-PD-2020",25,0,2970,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"23139","VL-EC-PD-2020",26,80,2970,0,2022,26,2022,2022-06-26,2022,6,0,0,20
"23140","VL-EC-PD-2020",27,0,2970,0,2022,27,2022,2022-07-03,2022,7,80,0,20
"23141","VL-EC-PD-2020",28,0,2970,0,2022,28,2022,2022-07-10,2022,7,0,80,20
"23142","VL-EC-PD-2020",29,0,2970,0,2022,29,2022,2022-07-17,2022,7,0,0,20
"23143","VL-EC-PD-2020",30,0,2970,0,2022,30,2022,2022-07-24,2022,7,0,0,0
"23144","VL-EC-PD-2020",31,180,2970,0,2022,31,2022,2022-07-31,2022,7,0,0,45
"23145","VL-EC-PD-2020",32,0,2970,0,2022,32,2022,2022-08-07,2022,8,180,0,45
"23146","VL-EC-PD-2020",33,180,2970,0,2022,33,2022,2022-08-14,2022,8,0,180,90
"23147","VL-EC-PD-2020",34,0,2970,0,2022,34,2022,2022-08-21,2022,8,180,0,90
"23148","VL-EC-PD-2020",35,0,2970,0,2022,35,2022,2022-08-28,2022,8,0,180,45
"23149","VL-EC-PD-2020",36,0,2970,0,2022,36,2022,2022-09-04,2022,9,0,0,45
"23150","VL-EC-PD-2020",37,0,2970,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"23151","VL-EC-PD-2020",38,0,2970,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"23152","VL-EC-PD-2020",39,360,2970,0,2022,39,2022,2022-09-25,2022,9,0,0,90
"23153","VL-EC-PD-2020",40,0,2970,0,2022,40,2022,2022-10-02,2022,10,360,0,90
"23154","VL-EC-PD-2020",41,0,2970,0,2022,41,2022,2022-10-09,2022,10,0,360,90
"23155","VL-EC-PD-2020",42,0,2970,0,2022,42,2022,2022-10-16,2022,10,0,0,90
"23156","VL-EC-PD-2020",43,0,2970,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"23157","VL-EC-PD-2020",44,0,2970,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"23158","VL-EC-PD-2020",45,0,2970,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"23159","VL-EC-PD-2020",46,0,2970,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"23160","VL-EC-PD-2020",47,0,2970,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"23161","VL-EC-PD-2020",48,360,2970,0,2022,48,2022,2022-11-27,2022,11,0,0,90
"23162","VL-EC-PD-2020",49,0,2970,0,2022,49,2022,2022-12-04,2022,12,360,0,90
"23163","VL-EC-PD-2020",50,0,2970,0,2022,50,2022,2022-12-11,2022,12,0,360,90
"23164","VL-EC-PD-2020",51,0,2970,0,2022,51,2022,2022-12-18,2022,12,0,0,90
"23165","VL-EC-PD-2020",52,0,2970,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"23166","VL-EC-PD-2020",1,0,2970,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"23167","VL-EC-PD-23122312",0,0,1800,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"23168","VL-EC-PD-23122312",1,0,1800,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"23169","VL-EC-PD-23122312",2,0,1800,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"23170","VL-EC-PD-23122312",3,0,1800,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"23171","VL-EC-PD-23122312",4,0,1800,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"23172","VL-EC-PD-23122312",5,300,1800,0,2022,5,2022,2022-01-30,2022,1,0,0,75
"23173","VL-EC-PD-23122312",6,0,1800,0,2022,6,2022,2022-02-06,2022,2,300,0,75
"23174","VL-EC-PD-23122312",7,0,1800,0,2022,7,2022,2022-02-13,2022,2,0,300,75
"23175","VL-EC-PD-23122312",8,0,1800,0,2022,8,2022,2022-02-20,2022,2,0,0,75
"23176","VL-EC-PD-23122312",9,0,1800,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"23177","VL-EC-PD-23122312",10,0,1800,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"23178","VL-EC-PD-23122312",11,300,1800,0,2022,11,2022,2022-03-13,2022,3,0,0,75
"23179","VL-EC-PD-23122312",12,0,1800,0,2022,12,2022,2022-03-20,2022,3,300,0,75
"23180","VL-EC-PD-23122312",13,0,1800,0,2022,13,2022,2022-03-27,2022,3,0,300,75
"23181","VL-EC-PD-23122312",14,0,1800,0,2022,14,2022,2022-04-03,2022,4,0,0,75
"23182","VL-EC-PD-23122312",15,300,1800,0,2022,15,2022,2022-04-10,2022,4,0,0,75
"23183","VL-EC-PD-23122312",16,0,1800,0,2022,16,2022,2022-04-17,2022,4,300,0,75
"23184","VL-EC-PD-23122312",17,0,1800,0,2022,17,2022,2022-04-24,2022,4,0,300,75
"23185","VL-EC-PD-23122312",18,0,1800,0,2022,18,2022,2022-05-01,2022,5,0,0,75
"23186","VL-EC-PD-23122312",19,0,1800,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"23187","VL-EC-PD-23122312",20,0,1800,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"23188","VL-EC-PD-23122312",21,0,1800,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"23189","VL-EC-PD-23122312",22,0,1800,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"23190","VL-EC-PD-23122312",23,0,1800,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"23191","VL-EC-PD-23122312",24,0,1800,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"23192","VL-EC-PD-23122312",25,0,1800,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"23193","VL-EC-PD-23122312",26,0,1800,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"23194","VL-EC-PD-23122312",27,300,1800,0,2022,27,2022,2022-07-03,2022,7,0,0,75
"23195","VL-EC-PD-23122312",28,0,1800,0,2022,28,2022,2022-07-10,2022,7,300,0,75
"23196","VL-EC-PD-23122312",29,0,1800,0,2022,29,2022,2022-07-17,2022,7,0,300,75
"23197","VL-EC-PD-23122312",30,0,1800,0,2022,30,2022,2022-07-24,2022,7,0,0,75
"23198","VL-EC-PD-23122312",31,0,1800,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"23199","VL-EC-PD-23122312",32,0,1800,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"23200","VL-EC-PD-23122312",33,0,1800,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"23201","VL-EC-PD-23122312",34,0,1800,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"23202","VL-EC-PD-23122312",35,0,1800,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"23203","VL-EC-PD-23122312",36,0,1800,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"23204","VL-EC-PD-23122312",37,300,1800,0,2022,37,2022,2022-09-11,2022,9,0,0,75
"23205","VL-EC-PD-23122312",38,0,1800,0,2022,38,2022,2022-09-18,2022,9,300,0,75
"23206","VL-EC-PD-23122312",39,0,1800,0,2022,39,2022,2022-09-25,2022,9,0,300,75
"23207","VL-EC-PD-23122312",40,0,1800,0,2022,40,2022,2022-10-02,2022,10,0,0,75
"23208","VL-EC-PD-23122312",41,0,1800,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"23209","VL-EC-PD-23122312",42,0,1800,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"23210","VL-EC-PD-23122312",43,0,1800,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"23211","VL-EC-PD-23122312",44,0,1800,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"23212","VL-EC-PD-23122312",45,0,1800,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"23213","VL-EC-PD-23122312",46,0,1800,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"23214","VL-EC-PD-23122312",47,0,1800,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"23215","VL-EC-PD-23122312",48,300,1800,0,2022,48,2022,2022-11-27,2022,11,0,0,75
"23216","VL-EC-PD-23122312",49,0,1800,0,2022,49,2022,2022-12-04,2022,12,300,0,75
"23217","VL-EC-PD-23122312",50,0,1800,0,2022,50,2022,2022-12-11,2022,12,0,300,75
"23218","VL-EC-PD-23122312",51,0,1800,0,2022,51,2022,2022-12-18,2022,12,0,0,75
"23219","VL-EC-PD-23122312",52,0,1800,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"23220","VL-EC-PD-23122312",1,0,1800,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"23221","VL-EC-PD-5570",0,0,600,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"23222","VL-EC-PD-5570",1,0,600,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"23223","VL-EC-PD-5570",2,0,600,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"23224","VL-EC-PD-5570",3,0,600,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"23225","VL-EC-PD-5570",4,0,600,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"23226","VL-EC-PD-5570",5,0,600,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"23227","VL-EC-PD-5570",6,0,600,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"23228","VL-EC-PD-5570",7,0,600,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"23229","VL-EC-PD-5570",8,0,600,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"23230","VL-EC-PD-5570",9,0,600,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"23231","VL-EC-PD-5570",10,0,600,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"23232","VL-EC-PD-5570",11,0,600,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"23233","VL-EC-PD-5570",12,0,600,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"23234","VL-EC-PD-5570",13,0,600,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"23235","VL-EC-PD-5570",14,0,600,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"23236","VL-EC-PD-5570",15,0,600,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"23237","VL-EC-PD-5570",16,0,600,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"23238","VL-EC-PD-5570",17,0,600,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"23239","VL-EC-PD-5570",18,0,600,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"23240","VL-EC-PD-5570",19,0,600,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"23241","VL-EC-PD-5570",20,0,600,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"23242","VL-EC-PD-5570",21,0,600,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"23243","VL-EC-PD-5570",22,0,600,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"23244","VL-EC-PD-5570",23,0,600,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"23245","VL-EC-PD-5570",24,0,600,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"23246","VL-EC-PD-5570",25,0,600,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"23247","VL-EC-PD-5570",26,0,600,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"23248","VL-EC-PD-5570",27,300,600,0,2022,27,2022,2022-07-03,2022,7,0,0,75
"23249","VL-EC-PD-5570",28,0,600,0,2022,28,2022,2022-07-10,2022,7,300,0,75
"23250","VL-EC-PD-5570",29,0,600,0,2022,29,2022,2022-07-17,2022,7,0,300,75
"23251","VL-EC-PD-5570",30,0,600,0,2022,30,2022,2022-07-24,2022,7,0,0,75
"23252","VL-EC-PD-5570",31,0,600,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"23253","VL-EC-PD-5570",32,0,600,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"23254","VL-EC-PD-5570",33,0,600,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"23255","VL-EC-PD-5570",34,0,600,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"23256","VL-EC-PD-5570",35,0,600,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"23257","VL-EC-PD-5570",36,0,600,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"23258","VL-EC-PD-5570",37,0,600,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"23259","VL-EC-PD-5570",38,0,600,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"23260","VL-EC-PD-5570",39,0,600,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"23261","VL-EC-PD-5570",40,0,600,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"23262","VL-EC-PD-5570",41,0,600,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"23263","VL-EC-PD-5570",42,0,600,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"23264","VL-EC-PD-5570",43,0,600,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"23265","VL-EC-PD-5570",44,0,600,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"23266","VL-EC-PD-5570",45,300,600,0,2022,45,2022,2022-11-06,2022,11,0,0,75
"23267","VL-EC-PD-5570",46,0,600,0,2022,46,2022,2022-11-13,2022,11,300,0,75
"23268","VL-EC-PD-5570",47,0,600,0,2022,47,2022,2022-11-20,2022,11,0,300,75
"23269","VL-EC-PD-5570",48,0,600,0,2022,48,2022,2022-11-27,2022,11,0,0,75
"23270","VL-EC-PD-5570",49,0,600,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"23271","VL-EC-PD-5570",50,0,600,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"23272","VL-EC-PD-5570",51,0,600,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"23273","VL-EC-PD-5570",52,0,600,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"23274","VL-EC-PD-5570",1,0,600,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"23275","VL-EC-PD-7790",0,0,648,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"23276","VL-EC-PD-7790",1,0,648,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"23277","VL-EC-PD-7790",2,0,648,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"23278","VL-EC-PD-7790",3,0,648,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"23279","VL-EC-PD-7790",4,0,648,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"23280","VL-EC-PD-7790",5,0,648,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"23281","VL-EC-PD-7790",6,72,648,0,2022,6,2022,2022-02-06,2022,2,0,0,18
"23282","VL-EC-PD-7790",7,0,648,0,2022,7,2022,2022-02-13,2022,2,72,0,18
"23283","VL-EC-PD-7790",8,72,648,0,2022,8,2022,2022-02-20,2022,2,0,72,36
"23284","VL-EC-PD-7790",9,0,648,0,2022,9,2022,2022-02-27,2022,2,72,0,36
"23285","VL-EC-PD-7790",10,0,648,0,2022,10,2022,2022-03-06,2022,3,0,72,18
"23286","VL-EC-PD-7790",11,0,648,0,2022,11,2022,2022-03-13,2022,3,0,0,18
"23287","VL-EC-PD-7790",12,0,648,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"23288","VL-EC-PD-7790",13,0,648,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"23289","VL-EC-PD-7790",14,0,648,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"23290","VL-EC-PD-7790",15,0,648,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"23291","VL-EC-PD-7790",16,0,648,0,2022,16,2022,2022-04-17,2022,4,0,0,0
